,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
2267914,2019,21 anos,M,Branca,1,concluiu,Não respondeu,Goiânia,GO,,,,,1,,,E,F,B,B,4,F,B,C,C,B,B,E,B,B
2269474,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Monte Alegre,PA,,,,,0,,,F,F,D,A,1,A,B,C,A,B,B,A,A,A
2270951,2019,18 anos,M,Branca,1,cursando,Pública,Lajeado,RS,,,,,1,,,E,C,D,B,5,C,C,D,C,B,B,D,A,B
2273329,2019,18 anos,F,Parda,1,cursando,Pública,Poço Redondo,SE,,,,,1,,,B,H,A,D,4,B,B,B,A,A,B,B,A,A
2279791,2019,Entre 26 e 30 anos,F,Amarela,2,concluiu,Não respondeu,Nova Era,MG,,,,,0,,,A,C,C,A,7,B,B,C,B,A,B,B,A,A
2281777,2019,17 anos,M,Parda,1,cursando,Não respondeu,São José do Rio Claro,MT,,,,,1,,,C,C,A,A,4,F,C,D,B,A,B,D,A,B
2283066,2019,21 anos,F,Branca,1,concluiu,Não respondeu,Catu,BA,,,,,0,,,E,E,B,B,4,C,C,B,A,A,B,C,B,A
2285593,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Joinville,SC,,,,,0,,,A,E,A,B,2,F,B,B,B,A,B,B,B,B
2286573,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Vitória,ES,,,,,1,,,D,B,A,C,7,D,B,D,A,A,B,C,A,B
2287359,2019,17 anos,M,Branca,1,cursando,Pública,Videira,SC,,,,,0,,,G,F,E,E,5,O,D,E,C,A,B,E,B,B
2288045,2019,18 anos,F,Branca,1,cursando,Pública,São João del Rei,MG,,,,,0,,,C,C,A,A,6,E,C,D,D,B,B,E,B,B
2289515,2019,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,H,D,D,F,2,B,B,B,A,A,B,B,B,B
2291957,2019,19 anos,F,Preta,2,concluiu,Não respondeu,Arcoverde,PE,,,,,0,,,C,A,B,A,4,B,B,C,A,A,B,C,A,B
2292795,2019,22 anos,M,Preta,1,concluiu,Não respondeu,Itabira,MG,,,,,0,,,H,E,F,D,2,C,C,C,A,B,B,C,C,B
2292978,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,João Pessoa,PB,,,,,1,,,E,G,D,D,3,E,C,C,B,B,B,C,B,B
2296124,2019,Menor de 17 anos,M,Parda,1,não concluiu,Não respondeu,Porto Velho,RO,,,,,0,,,D,G,D,D,4,K,C,D,C,B,B,D,B,B
2296356,2019,19 anos,F,Amarela,1,concluiu,Não respondeu,Teresina,PI,,,,,0,,,H,H,F,F,3,B,B,C,A,A,B,D,B,B
2296524,2019,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,Umuarama,PR,,,,,1,,,H,C,D,B,4,D,B,C,B,A,B,C,B,B
2298360,2019,23 anos,M,Branca,1,concluiu,Não respondeu,Garopaba,SC,,,,,1,,,E,E,D,D,2,H,B,C,B,A,B,C,C,B
2300074,2019,17 anos,M,Parda,1,cursando,Pública,Marília,SP,,,,,0,,,E,D,D,B,3,C,B,C,B,A,B,D,B,B
2300818,2019,22 anos,M,Preta,1,concluiu,Não respondeu,Itaberaba,BA,419.7,,,558.5,0,,,B,B,C,B,4,B,B,C,A,C,B,D,B,B
2301762,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Porto Velho,RO,,,,,1,,,F,E,D,F,5,I,B,D,A,C,B,D,B,B
2302847,2019,17 anos,M,Parda,1,cursando,Pública,Japeri,RJ,,,,,0,,,C,B,B,B,4,E,B,B,B,A,B,D,A,B
2302929,2019,18 anos,M,Preta,1,concluiu,Não respondeu,Soledade,PB,,,,,0,,,B,E,B,B,10,C,B,E,A,A,B,C,A,A
2304741,2019,20 anos,M,Preta,1,cursando,Pública,Cubatão,SP,,,,,0,,,B,D,C,B,4,E,B,D,B,A,B,E,B,B
2305868,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Ipatinga,MG,437.8,,,591.3,0,,,D,F,D,D,5,H,B,D,B,B,B,E,B,B
2306370,2019,17 anos,F,Parda,1,cursando,Pública,Manaus,AM,,,,,1,,,F,E,F,F,5,B,E,E,E,D,D,D,C,B
2309420,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,E,E,D,D,2,C,B,B,A,A,B,B,A,A
2310630,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Diadema,SP,,,,,1,,,A,B,A,B,3,D,B,B,A,A,B,C,B,A
2310676,2019,21 anos,M,Preta,1,concluiu,Não respondeu,Manaus,AM,,,,,1,,,H,C,F,B,2,B,B,C,A,A,B,C,A,B
2310817,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Conceição do Araguaia,PA,,,,,1,,,E,E,D,B,4,G,D,D,C,C,B,E,B,B
2313244,2019,18 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,B,B,F,B,3,B,B,C,A,A,B,C,A,B
2313883,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,B,D,B,B,4,D,B,C,A,A,B,C,A,A
2313955,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Maringá,PR,,,,,0,,,D,D,B,B,3,E,B,D,B,A,B,C,B,B
2316364,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Breves,PA,,,,,1,,,A,B,A,A,3,C,B,C,A,B,B,C,A,A
2318196,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Serra,ES,,,,,1,,,C,D,C,C,4,D,C,C,B,A,B,E,B,B
2318270,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Candeias,BA,,,,,1,,,E,E,B,D,3,A,B,C,A,A,B,C,C,B
2320947,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,São Cristóvão,SE,,,,,1,,,B,A,A,B,4,C,B,E,A,A,B,D,A,A
2324949,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Maceió,AL,,,,,1,,,E,F,E,D,3,C,B,C,A,A,B,E,B,B
2325270,2019,18 anos,M,Branca,1,cursando,Não respondeu,Petrolina,PE,,,,,0,,,E,E,F,B,5,I,C,E,A,A,B,E,B,B
2325357,2019,17 anos,M,Branca,1,cursando,Privada,Florianópolis,SC,,,,,1,,,E,E,D,B,3,F,D,E,B,A,C,D,C,B
2325543,2019,24 anos,F,Amarela,1,cursando,Pública,São José de Mipibu,RN,,,,,1,,,H,H,A,A,3,B,B,C,A,B,B,B,A,B
2325614,2019,19 anos,M,Preta,1,cursando,Pública,Belo Horizonte,MG,,,,,1,,,H,C,C,B,6,F,B,D,B,A,B,B,B,B
2325813,2019,18 anos,M,Branca,1,cursando,Pública,Irati,PR,,,,,1,,,D,B,F,F,3,C,B,C,B,A,B,B,A,B
2326454,2019,17 anos,F,Parda,1,cursando,Privada,Fortaleza,CE,473.9,,,485.5,1,,,E,F,F,F,7,E,E,D,B,B,B,E,D,B
2327180,2019,Entre 46 e 50 anos,M,Preta,2,concluiu,Não respondeu,Rio Tinto,PB,,,,,1,,,B,B,A,A,3,B,B,B,A,A,B,B,A,A
2327197,2019,19 anos,F,Amarela,1,concluiu,Não respondeu,Juazeiro do Norte,CE,,,,,1,,,C,E,C,C,5,D,C,D,A,B,B,C,A,B
2328107,2019,17 anos,M,Parda,1,cursando,Pública,Franca,SP,,,,,0,,,B,E,A,B,4,G,B,D,B,B,B,E,B,B
2328513,2019,18 anos,M,Parda,1,cursando,Pública,São José dos Pinhais,PR,,,,,0,,,B,B,F,B,6,B,B,D,C,B,B,E,D,B
2329678,2019,23 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,D,E,B,C,5,G,B,C,B,A,B,D,B,B
2332501,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Recife,PE,,,,,0,,,E,E,D,D,5,K,C,D,B,A,B,E,C,B
2332765,2019,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Guarapari,ES,,,,,0,,,A,B,B,B,4,C,B,C,A,A,B,B,B,B
2332999,2019,18 anos,M,Parda,1,cursando,Pública,Porto Velho,RO,,,,,1,,,F,E,D,B,7,B,B,C,B,A,B,C,B,B
2335540,2019,17 anos,F,Preta,1,cursando,Não respondeu,Trindade,GO,,,,,1,,,E,C,B,B,2,C,B,B,B,A,B,C,A,B
2337088,2019,23 anos,F,Parda,1,concluiu,Não respondeu,Sumaré,SP,,,,,0,,,B,B,A,A,1,C,B,B,A,B,B,B,B,B
2337274,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Nova Olinda,CE,,,,,1,,,E,E,C,B,2,B,B,B,A,B,B,B,A,A
2337821,2019,24 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,D,E,F,D,3,C,B,C,A,A,B,D,A,A
2338331,2019,21 anos,F,Preta,1,concluiu,Não respondeu,Ipojuca,PE,,,,,1,,,E,G,C,D,5,D,B,D,B,A,B,E,B,B
2338755,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Serra,ES,,,,,1,,,E,H,C,B,4,C,B,C,A,A,B,D,A,B
2341507,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Barra da Estiva,BA,,,,,1,,,B,B,A,A,4,B,B,C,B,A,B,C,A,A
2342250,2019,17 anos,M,Parda,1,cursando,Pública,São Lourenço da Mata,PE,,,,,0,,,E,E,B,C,4,C,B,C,A,A,B,D,A,B
2343588,2019,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,B,C,A,A,4,A,B,B,A,A,A,A,A,A
2344149,2019,Menor de 17 anos,M,Parda,1,cursando,Pública,Pacatuba,CE,457.0,,,452.8,0,,,H,E,F,F,9,B,D,E,B,B,C,E,A,B
2344164,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Medianeira,PR,,,,,1,,,E,E,F,B,2,C,C,D,B,A,B,C,B,B
2344829,2019,17 anos,M,Preta,1,cursando,Pública,Franca,SP,,,,,0,,,C,E,C,C,4,E,B,C,B,B,B,D,B,B
2346509,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Boa Vista,RR,,,,,1,,,E,E,B,B,3,B,B,B,A,A,B,B,A,B
2346819,2019,18 anos,M,Parda,1,cursando,Pública,São Paulo,SP,,,,,1,,,C,E,B,C,2,B,C,C,B,B,B,C,A,B
2347090,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Porto Velho,RO,,,,,1,,,B,E,C,B,1,B,B,B,A,A,B,B,A,B
2347295,2019,17 anos,M,Parda,1,cursando,Pública,Itumbiara,GO,,,,,1,,,E,E,F,F,3,D,B,C,A,A,B,C,A,B
2348049,2019,17 anos,F,Parda,1,concluiu,Não respondeu,Santarém,PA,,,,,1,,,B,B,A,B,4,B,B,C,A,A,B,C,A,A
2348707,2019,18 anos,M,Parda,1,cursando,Pública,Sousa,PB,,,,,1,,,B,C,A,A,3,A,B,D,A,A,B,B,A,A
2348841,2019,18 anos,M,Parda,1,cursando,Pública,Piracanjuba,GO,,,,,1,,,C,E,C,F,4,C,B,D,A,C,B,D,B,B
2348864,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,447.7,,,436.3,0,,,E,E,B,B,4,C,B,B,A,A,B,D,B,B
2352964,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Seropédica,RJ,,,,,0,,,F,D,D,D,5,E,D,D,B,A,B,E,C,B
2354353,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Muriaé,MG,,,,,0,,,B,C,A,A,4,B,C,D,B,B,C,D,B,A
2355455,2019,18 anos,F,Parda,1,cursando,Pública,Pacajus,CE,441.5,,,476.2,1,,,B,B,B,B,4,B,B,B,A,A,B,B,A,A
2355559,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Governador Valadares,MG,,,,,1,,,B,B,C,B,4,B,B,C,A,A,B,C,B,A
2358214,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Cuiabá,MT,,,,,0,,,E,F,F,D,4,D,B,C,B,A,B,B,B,B
2361599,2019,18 anos,M,Parda,1,cursando,Pública,Itumbiara,GO,,,,,0,,,H,F,C,D,5,C,B,D,A,A,B,C,A,A
2363749,2019,20 anos,F,Parda,1,concluiu,Não respondeu,São Luís do Quitunde,AL,,,,,0,,,H,C,F,B,7,C,B,D,A,A,B,C,A,A
2365099,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Teresina,PI,,,,,1,,,G,G,E,E,5,P,C,D,C,A,B,B,B,B
2366433,2019,19 anos,F,Parda,1,cursando,Pública,Baturité,CE,,,,,1,,,B,C,C,B,3,B,C,B,A,A,B,C,A,A
2367584,2019,19 anos,F,Parda,1,cursando,Pública,Buritis,MG,,,,,1,,,C,D,B,B,3,C,B,C,B,A,B,C,B,B
2367681,2019,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Duque de Caxias,RJ,,,,,1,,,A,C,C,B,4,C,B,C,A,A,B,B,A,B
2367843,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Natal,RN,,,,,1,,,B,D,B,B,5,C,B,D,A,A,B,C,A,B
2367857,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Grajaú,MA,,,,,1,,,C,C,A,B,8,C,B,C,A,A,B,C,A,A
2370118,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Juruena,MT,,,,,0,,,E,F,A,D,4,E,B,C,A,C,B,E,B,A
2370518,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Nova Cruz,RN,,,,,0,,,E,E,B,B,4,E,B,C,A,B,B,B,B,A
2370687,2019,17 anos,M,Parda,1,cursando,Pública,Apucarana,PR,,,,,0,,,C,D,B,B,3,D,B,C,A,A,B,C,A,A
2370720,2019,18 anos,M,Parda,1,cursando,Não respondeu,Santana,AP,,,,,1,,,E,E,D,D,4,E,B,C,B,A,B,C,B,B
2370936,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Cabo de Santo Agostinho,PE,,,,,1,,,D,E,B,B,2,C,B,C,A,A,B,C,B,B
2370961,2019,17 anos,M,Branca,1,cursando,Não respondeu,São Paulo,SP,442.6,,,596.7,0,,,E,E,C,C,4,F,C,D,B,A,B,E,B,B
2373321,2019,Entre 36 e 40 anos,F,Parda,2,concluiu,Não respondeu,Conceição do Araguaia,PA,,,,,1,,,A,D,C,B,4,C,B,C,A,B,B,C,B,B
2374121,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Cariré,CE,,,,,1,,,D,D,B,C,3,B,B,C,A,B,B,C,A,B
2374158,2019,23 anos,F,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,E,C,B,7,E,B,D,A,A,B,E,B,B
2374799,2019,19 anos,M,Parda,1,concluiu,Não respondeu,João Pessoa,PB,,,,,0,,,C,D,B,C,3,C,B,C,B,A,B,C,A,B
2375152,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,E,G,D,B,3,D,B,C,A,A,B,C,B,B
2375871,2019,17 anos,M,Branca,1,cursando,Pública,Criciúma,SC,,,,,1,,,C,D,B,B,5,E,C,D,B,A,B,E,B,B
2376140,2019,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Três Corações,MG,,,,,0,,,C,E,C,C,2,C,B,C,A,A,B,C,B,B
2379804,2019,18 anos,M,Preta,1,concluiu,Não respondeu,Redenção,PA,,,,,1,,,D,F,C,D,6,J,C,D,B,C,B,E,B,B
2380079,2019,18 anos,F,Parda,1,cursando,Pública,Jardim de Piranhas,RN,,,,,0,,,D,E,F,B,5,B,B,D,B,A,B,D,B,B
2382041,2019,20 anos,F,Parda,1,cursando,Não respondeu,Nova Cruz,RN,,,,,1,,,B,B,A,A,5,B,B,D,A,A,B,D,A,A
2382555,2019,17 anos,M,Branca,1,cursando,Pública,Pirassununga,SP,489.3,,,441.9,0,,,C,D,A,B,3,C,B,C,A,B,B,B,A,A
2382967,2019,17 anos,M,Branca,1,cursando,Pública,Valparaíso de Goiás,GO,,,,,0,,,C,G,C,D,4,J,D,D,B,A,B,C,C,B
2384112,2019,19 anos,M,Preta,1,concluiu,Não respondeu,Batatais,SP,,,,,1,,,B,C,F,B,4,E,B,C,B,A,B,D,A,B
2385709,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Ipatinga,MG,,,,,1,,,B,C,B,B,3,C,B,C,B,A,B,B,A,B
2386971,2019,17 anos,M,Parda,1,cursando,Pública,São Cristóvão,SE,,,,,0,,,E,F,B,D,4,B,B,B,A,A,B,C,A,A
2389166,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,D,D,C,B,3,D,B,B,A,B,B,C,A,B
2395280,2019,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Crato,CE,,,,,1,,,C,E,C,C,4,B,B,B,A,A,B,C,A,A
2396178,2019,18 anos,F,Parda,1,cursando,Pública,Quixadá,CE,,,,,1,,,H,B,C,B,4,B,B,C,B,C,B,E,A,B
2396660,2019,22 anos,F,Branca,2,concluiu,Não respondeu,Cariacica,ES,,,,,1,,,A,B,A,F,5,B,B,C,A,A,B,D,A,B
2397093,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Macaé,RJ,,,,,0,,,B,E,C,C,6,E,B,C,A,A,B,E,A,B
2397914,2019,18 anos,M,Branca,1,cursando,Pública,Sorocaba,SP,430.4,,,541.0,0,,,E,F,F,D,2,G,B,D,B,A,B,C,B,B
2399261,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Camaçari,BA,,,,,0,,,C,E,C,B,5,C,B,C,A,A,B,D,A,B
2403969,2019,25 anos,M,Parda,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,B,B,C,B,3,B,B,D,A,A,B,C,A,A
2405112,2019,Entre 26 e 30 anos,M,Amarela,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,A,B,F,F,1,C,B,B,A,A,B,B,A,B
2405120,2019,17 anos,M,Parda,1,cursando,Pública,São José do Rio Preto,SP,,,,,1,,,H,E,F,C,5,B,B,C,A,A,B,A,A,B
2407894,2019,18 anos,F,Parda,2,concluiu,Não respondeu,São Paulo,SP,469.1,,,518.2,1,,,E,C,B,B,4,B,B,C,B,A,B,D,A,B
2407910,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,B,B,A,A,4,B,B,B,A,A,B,B,A,B
2409212,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,1,,,E,E,B,B,6,B,B,C,A,A,B,B,A,A
2410010,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Boa Vista,RR,,,,,1,,,B,B,D,B,4,C,B,C,B,A,B,C,B,B
2412387,2019,18 anos,M,Parda,1,cursando,Pública,Paranavaí,PR,,,,,0,,,C,C,C,B,3,G,B,D,A,B,B,D,B,B
2414028,2019,17 anos,M,Parda,1,cursando,Pública,Montes Claros,MG,,,,,1,,,E,D,B,B,3,C,B,C,A,A,B,B,A,B
2417601,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Aparecida de Goiânia,GO,,,,,0,,,E,C,C,F,4,G,C,E,B,A,B,E,A,B
2418896,2019,24 anos,M,Parda,1,concluiu,Não respondeu,Porto Velho,RO,,,,,1,,,B,D,B,B,3,C,B,C,A,B,B,C,B,A
2420654,2019,25 anos,M,Branca,1,concluiu,Não respondeu,Santa Maria,RS,,,,,0,,,C,E,A,B,4,C,B,D,B,A,B,E,B,B
2421556,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Igarapé,MG,,,,,1,,,E,G,F,D,3,C,C,D,B,B,B,D,B,B
2421685,2019,18 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,C,E,B,A,2,C,B,B,A,A,B,B,A,B
2422004,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,1,,,A,A,A,B,5,B,B,B,A,A,B,B,B,B
2422177,2019,17 anos,F,Preta,2,cursando,Pública,Querência,MT,357.6,,,527.0,0,,,G,F,D,D,3,G,B,C,B,B,B,A,A,A
2422806,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Itapema,SC,,,,,0,,,E,E,D,D,3,G,B,D,B,C,B,D,B,B
2423219,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Barra,BA,,,,,1,,,B,B,A,A,3,A,B,C,A,A,B,B,A,A
2423439,2019,17 anos,F,Parda,1,concluiu,Não respondeu,Picos,PI,,,,,1,,,E,C,A,C,2,B,B,C,A,A,B,B,A,A
2426091,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Castanhal,PA,,,,,1,,,B,D,C,B,3,C,B,C,A,A,B,C,B,A
2427366,2019,17 anos,M,Branca,1,cursando,Não respondeu,Uberaba,MG,572.1,,,676.2,1,,,H,E,B,B,4,B,B,D,A,A,B,D,A,B
2427988,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,,,,0,,,E,H,D,D,2,D,C,D,B,A,B,C,B,B
2429946,2019,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Boa Vista,RR,,,,,1,,,E,G,D,D,4,C,C,D,A,B,C,E,B,B
2430090,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Coronel Fabriciano,MG,,,,,1,,,C,B,B,B,7,B,C,D,A,A,B,D,A,B
2430342,2019,Entre 41 e 45 anos,M,Preta,1,concluiu,Não respondeu,Nossa Senhora das Dores,SE,484.4,,,479.5,0,,,A,B,A,A,5,C,B,D,A,A,B,C,A,A
2430925,2019,24 anos,F,Amarela,1,concluiu,Não respondeu,Parnamirim,RN,,,,,0,,,E,E,F,F,2,A,B,C,A,B,B,C,A,A
2432906,2019,17 anos,F,Parda,1,cursando,Pública,Varginha,MG,,,,,0,,,C,C,C,A,3,C,C,C,B,A,B,D,B,B
2434437,2019,Entre 36 e 40 anos,F,Parda,1,concluiu,Não respondeu,Araguaína,TO,,,,,1,,,H,B,F,A,1,C,B,C,A,B,B,B,A,A
2434501,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Goiânia,GO,587.3,,,621.5,0,,,C,F,C,D,3,C,B,C,B,A,B,C,B,B
2437132,2019,24 anos,F,Amarela,1,concluiu,Não respondeu,Araçatuba,SP,,,,,0,,,C,F,F,D,3,B,C,C,A,B,B,B,A,A
2439286,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Guarulhos,SP,,,,,0,,,F,F,D,D,5,H,B,C,B,A,B,E,B,B
2440876,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Nova Olinda,CE,,,,,0,,,E,E,F,A,2,A,B,B,A,A,B,B,B,B
2443026,2019,17 anos,M,Branca,1,cursando,Pública,Tupã,SP,,,,,0,,,E,E,F,F,4,H,C,D,B,B,B,D,C,B
2443080,2019,23 anos,F,Parda,1,concluiu,Não respondeu,Macaé,RJ,,,,,0,,,E,D,D,B,3,E,B,C,A,A,B,C,A,B
2443363,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Planaltina,GO,,,,,1,,,B,B,C,B,5,D,C,C,B,A,B,E,A,B
2445012,2019,17 anos,M,Branca,1,cursando,Não respondeu,Sobral,CE,,,,,0,,,B,C,B,B,5,B,B,C,A,A,B,C,A,A
2445754,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Imperatriz,MA,,,,,1,,,E,E,C,D,4,D,B,A,B,B,B,B,B,B
2446823,2019,Menor de 17 anos,F,Parda,1,cursando,Pública,Açailândia,MA,,,,,1,,,F,E,C,D,4,G,B,C,B,A,B,D,B,B
2447324,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Goioerê,PR,,,,,1,,,D,G,A,D,2,D,B,C,B,A,B,C,A,B
2448132,2019,18 anos,M,Parda,1,cursando,Pública,Sobral,CE,,,,,1,,,C,B,B,B,4,C,B,B,A,A,A,A,A,A
2449073,2019,22 anos,M,Branca,1,concluiu,Não respondeu,São João de Meriti,RJ,,,,,1,,,E,E,C,C,3,D,B,B,A,A,B,B,B,B
2450242,2019,19 anos,M,Parda,1,cursando,Pública,Aquiraz,CE,,,,,0,,,E,E,D,B,3,B,B,D,B,A,B,B,A,B
2453619,2019,17 anos,M,Preta,1,cursando,Pública,Ivinhema,MS,,,,,0,,,B,D,C,F,4,E,B,C,A,C,B,C,A,A
2454139,2019,18 anos,M,Preta,1,cursando,Não respondeu,Campos Gerais,MG,,,,,1,,,C,C,F,F,1,A,B,B,A,A,B,A,A,A
2455394,2019,20 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,E,E,F,B,4,B,B,B,A,A,B,B,A,B
2455873,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Ipiaú,BA,,,,,1,,,E,E,B,D,5,D,B,D,A,B,B,D,A,B
2458352,2019,17 anos,F,Branca,1,cursando,Não respondeu,São Paulo,SP,,,,,0,,,F,E,E,D,3,I,C,D,C,A,B,D,B,B
2463542,2019,Entre 51 e 55 anos,F,Preta,1,concluiu,Não respondeu,Paço do Lumiar,MA,,,,,1,,,E,D,A,B,2,B,B,B,A,A,B,C,A,A
2464576,2019,21 anos,M,Branca,2,concluiu,Não respondeu,Andradina,SP,,,,,0,,,B,B,B,A,1,C,B,B,A,A,B,B,A,B
2465135,2019,25 anos,F,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,E,B,D,2,C,B,C,A,B,B,C,A,B
2467037,2019,17 anos,F,Branca,1,cursando,Pública,Recife,PE,,,,,0,,,E,D,C,B,4,E,C,D,C,A,B,E,C,B
2467504,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Goiânia,GO,,,,,0,,,F,G,F,D,4,I,C,D,B,A,B,D,B,B
2468052,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Santa Rita,PB,,,,,0,,,H,H,B,B,2,B,C,C,A,B,B,C,B,A
2468357,2019,17 anos,M,Parda,1,cursando,Pública,Boituva,SP,,,,,0,,,A,A,B,A,3,D,B,B,A,A,B,B,A,B
2469307,2019,Entre 41 e 45 anos,M,Preta,1,concluiu,Não respondeu,Cachoeira,BA,,,,,0,,,E,C,B,B,4,B,B,C,A,A,B,C,A,A
2470028,2019,17 anos,M,Parda,1,cursando,Não respondeu,Sete Lagoas,MG,,,,,1,,,B,E,B,B,4,C,C,D,B,A,B,C,A,B
2471390,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Alagoa Nova,PB,,,,,0,,,B,B,A,A,6,B,B,C,A,A,B,C,B,B
2473035,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Sinop,MT,,,,,0,,,C,F,C,D,2,E,B,C,B,B,B,C,B,B
2473800,2019,18 anos,M,Parda,1,cursando,Pública,Belém,PA,,,,,0,,,H,D,F,F,3,B,B,C,A,A,C,B,A,B
