,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
2024678,2019,17 anos,M,Branca,1,concluiu,Não respondeu,Cachoeiro de Itapemirim,ES,608.9,,,770.0,0,,,C,E,D,C,3,B,D,D,B,A,B,D,B,B
2025674,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,D,D,D,D,2,C,C,C,A,A,B,B,B,B
2027205,2019,17 anos,F,Preta,1,cursando,Pública,Marília,SP,,,,,0,,,D,B,C,B,7,B,B,C,B,A,B,D,A,B
2028727,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Catanduva,SP,,,,,0,,,D,D,C,D,5,G,C,D,C,A,B,E,B,B
2029727,2019,17 anos,M,Branca,1,cursando,Não respondeu,Muzambinho,MG,,,,,0,,,E,F,A,E,2,C,C,D,B,A,B,C,B,B
2032121,2019,Entre 31 e 35 anos,M,Branca,1,concluiu,Não respondeu,Pelotas,RS,,,,,1,,,F,F,D,D,4,F,C,D,B,A,B,E,C,B
2035983,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,E,D,D,3,D,C,C,B,A,B,D,B,B
2037747,2019,23 anos,F,Preta,1,concluiu,Não respondeu,Olinda,PE,,,,,0,,,D,D,C,A,4,E,B,C,A,A,B,C,A,B
2037807,2019,Entre 51 e 55 anos,F,Branca,1,concluiu,Não respondeu,Mossoró,RN,,,,,1,,,A,A,D,B,3,D,B,B,B,B,B,C,B,B
2040461,2019,18 anos,F,Branca,1,cursando,Pública,Surubim,PE,,,,,0,,,C,B,A,A,4,C,B,D,A,A,B,B,A,B
2041242,2019,19 anos,F,Preta,1,concluiu,Não respondeu,Cianorte,PR,,,,,1,,,D,F,A,B,5,D,C,D,B,B,B,E,B,B
2043688,2019,18 anos,M,Branca,1,cursando,Pública,Navegantes,SC,,,,,0,,,G,E,E,E,4,P,C,C,C,A,B,E,D,B
2045269,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Guaraí,TO,,,,,1,,,H,D,D,B,4,C,C,C,A,B,B,C,B,A
2046113,2019,Entre 26 e 30 anos,F,Parda,2,concluiu,Não respondeu,Ouricuri,PE,,,,,1,,,C,E,C,B,6,C,B,D,A,B,B,D,A,B
2046477,2019,Entre 46 e 50 anos,M,Branca,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,B,B,A,B,4,C,B,B,A,A,B,B,A,A
2048082,2019,19 anos,F,Branca,1,cursando,Pública,Caetité,BA,,,,,1,,,B,B,A,B,3,B,B,C,A,B,B,C,B,B
2050037,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Seropédica,RJ,,,,,0,,,E,D,C,F,4,M,B,D,B,A,C,D,C,B
2050807,2019,Entre 41 e 45 anos,M,Parda,1,não concluiu,Não respondeu,Maceió,AL,,,,,1,,,D,D,B,B,4,B,B,C,A,A,B,C,B,B
2052457,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Frederico Westphalen,RS,,,,,1,,,H,D,F,B,1,B,B,B,A,A,B,B,A,B
2052471,2019,17 anos,M,Não declarado,1,cursando,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,F,F,E,5,J,C,C,A,A,B,E,E,B
2053901,2019,18 anos,M,Parda,1,cursando,Pública,Nerópolis,GO,,,,,1,,,C,E,B,C,5,C,B,D,A,B,B,C,A,B
2054243,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Macapá,AP,,,,,1,,,B,E,A,B,5,B,C,C,A,A,B,C,A,B
2061255,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,1,,,F,H,D,C,3,C,D,D,A,A,B,D,B,B
2061884,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Corumbá,MS,,,,,1,,,D,C,C,C,9,B,B,C,A,B,B,E,A,A
2063173,2019,17 anos,M,Branca,2,cursando,Privada,Ribeirão Preto,SP,,,,,0,,,E,D,C,E,4,C,D,E,B,A,B,B,B,B
2064139,2019,Entre 36 e 40 anos,F,Parda,1,concluiu,Não respondeu,Esmeraldas,MG,,,,,1,,,B,C,B,F,5,E,B,C,B,A,B,C,A,B
2064203,2019,25 anos,F,Branca,1,concluiu,Não respondeu,Rio Branco,AC,,,,,1,,,A,A,F,F,4,B,B,B,A,A,B,B,A,A
2064856,2019,20 anos,M,Branca,1,cursando,Pública,Porto Alegre,RS,,,,,0,,,H,E,F,D,2,K,B,B,A,A,B,C,A,B
2065638,2019,19 anos,M,Parda,1,concluiu,Não respondeu,São Luís,MA,,,,,0,,,E,E,F,D,3,C,B,C,A,A,B,C,A,A
2066386,2019,21 anos,M,Parda,1,não concluiu,Não respondeu,Itabuna,BA,,,,,1,,,C,C,A,D,4,E,C,C,B,A,B,C,A,B
2067887,2019,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Campo Mourão,PR,,,,,0,,,B,E,A,D,3,D,B,D,A,A,B,D,B,B
2069891,2019,20 anos,F,Branca,1,concluiu,Não respondeu,Caçapava,SP,,,,,1,,,D,E,A,F,2,D,B,C,A,B,B,C,B,B
2071901,2019,19 anos,F,Não declarado,4,concluiu,Não respondeu,Fátima do Sul,MS,454.5,,,549.9,0,,,B,E,B,F,4,D,B,D,A,A,B,A,B,B
2072669,2019,Entre 46 e 50 anos,M,Preta,1,concluiu,Não respondeu,Guarulhos,SP,,,,,1,,,C,C,B,C,4,C,C,D,A,A,B,D,B,B
2080175,2019,24 anos,M,Parda,1,concluiu,Não respondeu,São José de Ribamar,MA,,,,,1,,,H,E,B,B,11,C,B,C,A,A,B,B,A,A
2081032,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Aracaju,SE,649.1,,,735.6,1,,,F,G,D,D,4,H,B,D,B,A,B,E,B,B
2081984,2019,17 anos,M,Branca,1,cursando,Não respondeu,São Gabriel da Palha,ES,439.1,,,540.0,0,,,E,E,C,C,4,E,B,C,B,A,B,D,B,B
2085656,2019,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,D,D,D,D,3,G,C,C,B,B,B,D,B,B
2085726,2019,19 anos,M,Parda,1,cursando,Pública,Belém,PA,,,,,0,,,C,D,C,B,3,B,B,C,A,A,B,C,A,A
2085936,2019,20 anos,F,Parda,1,cursando,Pública,Boquim,SE,,,,,1,,,C,C,B,A,6,B,B,C,A,A,B,B,A,A
2087654,2019,17 anos,F,Preta,1,cursando,Pública,São José dos Campos,SP,,,,,0,,,C,D,C,B,3,F,B,B,B,B,B,D,A,B
2089418,2019,18 anos,F,Parda,1,concluiu,Não respondeu,São Bernardo do Campo,SP,,,,,0,,,F,F,D,D,3,B,B,C,B,A,B,C,A,B
2089508,2019,18 anos,F,Parda,1,concluiu,Não respondeu,Valparaíso de Goiás,GO,501.6,,,473.3,0,,,D,E,B,B,2,D,B,D,A,A,B,C,B,B
2090055,2019,18 anos,M,Não declarado,1,cursando,Não respondeu,Marechal Cândido Rondon,PR,,,,,1,,,G,E,D,B,4,D,B,D,B,A,B,C,B,B
2090378,2019,17 anos,F,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,E,E,F,B,2,A,B,C,A,A,B,C,A,A
2090908,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Mogi das Cruzes,SP,,,,,0,,,E,D,D,B,3,G,D,D,B,A,B,D,B,B
2090972,2019,19 anos,M,Não declarado,1,concluiu,Não respondeu,Extrema,MG,,,,,1,,,E,E,D,B,3,E,B,B,A,A,B,B,B,B
2093343,2019,19 anos,M,Parda,2,cursando,Pública,Paulo Afonso,BA,,,,,1,,,D,E,E,D,4,E,B,C,B,A,B,C,A,B
2093810,2019,Entre 61 e 65 anos,M,Branca,1,cursando,Pública,Campo Grande,MS,,,,,1,,,F,C,E,E,2,C,E,D,B,A,B,C,B,B
2098161,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Palmas,TO,,,,,1,,,C,G,C,D,5,J,C,D,B,B,B,E,B,B
2099468,2019,18 anos,F,Parda,1,cursando,Pública,Fortaleza,CE,,,,,1,,,B,C,C,B,4,C,B,B,A,A,B,A,A,B
2100902,2019,19 anos,F,Parda,1,concluiu,Não respondeu,São Bento,PB,,,,,1,,,B,B,A,A,4,B,B,B,A,A,B,B,A,A
2101706,2019,18 anos,F,Branca,1,cursando,Pública,Goiânia,GO,,,,,0,,,D,D,F,C,4,E,B,D,B,A,B,D,B,B
2101916,2019,22 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,C,D,B,2,C,B,B,B,A,B,C,A,A
2102122,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Três Passos,RS,457.9,,,405.9,1,,,C,G,B,D,2,C,B,C,A,A,B,C,B,B
2102234,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Ouro Preto,MG,,,,,0,,,F,D,B,D,3,E,D,E,B,A,C,D,C,B
2102580,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Luziânia,GO,,,,,1,,,H,H,F,F,3,B,B,C,B,A,B,D,A,B
2103022,2019,Entre 26 e 30 anos,M,Parda,1,cursando,Pública,Fortaleza,CE,574.5,,,565.2,1,,,B,C,B,B,5,B,B,B,A,A,B,C,A,A
2104850,2019,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Aracruz,ES,583.5,,,709.7,0,,,E,F,E,B,3,L,C,D,B,B,B,A,B,B
2107715,2019,17 anos,F,Parda,1,cursando,Pública,Diadema,SP,529.5,,,620.1,0,,,E,D,C,B,3,D,B,C,A,A,B,D,B,B
2110906,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Várzea Grande,MT,,,,,1,,,E,E,C,C,7,H,B,D,B,A,B,D,A,B
2111148,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Itapevi,SP,,,,,1,,,D,D,B,D,3,B,B,B,A,A,B,C,A,A
2113366,2019,17 anos,F,Branca,1,cursando,Pública,Altamira,PA,379.3,,,505.2,1,,,C,B,A,B,4,B,B,C,A,A,B,B,A,A
2115183,2019,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,1,,,H,H,F,B,6,C,B,C,A,A,B,B,A,B
2117298,2019,20 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,C,E,C,B,3,E,D,C,C,B,B,D,B,B
2120284,2019,21 anos,M,Preta,1,concluiu,Não respondeu,João Dourado,BA,,,,,1,,,A,E,C,A,4,C,B,C,A,A,B,B,B,A
2126436,2019,17 anos,F,Parda,1,cursando,Pública,Ibiporã,PR,,,,,1,,,E,E,D,D,3,E,C,D,C,A,C,D,C,B
2127788,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Sobral,CE,414.6,,,475.3,0,,,B,B,C,A,6,C,B,C,A,B,B,C,A,B
2130350,2019,18 anos,F,Amarela,2,cursando,Pública,Penápolis,SP,,,,,1,,,B,B,C,B,3,C,B,C,B,A,B,C,B,B
2131920,2019,19 anos,F,Branca,1,concluiu,Não respondeu,Marília,SP,,,,,0,,,C,D,B,B,5,D,B,D,B,A,B,E,B,B
2133719,2019,24 anos,M,Preta,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,1,,,D,B,F,F,6,C,C,D,B,A,B,B,B,B
2134833,2019,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,C,E,A,B,4,A,B,A,A,A,B,C,B,A
2137027,2019,20 anos,F,Parda,1,cursando,Pública,Serra,ES,,,,,0,,,E,E,B,C,4,B,B,C,A,A,B,B,B,B
2137991,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Campo Grande,MS,,,,,1,,,C,D,C,B,6,D,C,C,B,A,B,E,A,B
2138656,2019,22 anos,F,Amarela,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,C,F,C,B,5,D,C,D,B,A,B,E,A,B
2139028,2019,Menor de 17 anos,M,Branca,1,cursando,Não respondeu,Guarulhos,SP,424.2,,,748.0,0,,,G,G,E,E,3,Q,E,E,D,D,D,E,E,B
2141351,2019,18 anos,M,Parda,1,cursando,Pública,Suzano,SP,,,,,0,,,E,E,C,D,2,D,B,C,A,A,B,C,B,B
2147630,2019,17 anos,M,Branca,1,cursando,Privada,Parnaíba,PI,,,,,1,,,E,E,B,B,4,C,B,D,A,A,B,D,A,A
2148155,2019,21 anos,M,Preta,1,concluiu,Não respondeu,Presidente Prudente,SP,,,,,0,,,F,D,D,C,4,E,C,E,B,A,B,E,D,B
2150034,2019,19 anos,F,Preta,1,cursando,Pública,Ilhéus,BA,,,,,0,,,E,E,C,B,6,C,B,C,B,A,B,C,A,B
2150224,2019,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,Lajeado,RS,,,,,1,,,B,B,A,B,3,F,B,C,A,A,B,D,A,A
2151358,2019,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Franca,SP,,,,,1,,,C,B,C,C,3,G,B,C,A,A,B,C,B,B
2154754,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Jequié,BA,,,,,1,,,B,D,C,D,1,F,B,A,B,A,B,B,B,B
2155422,2019,19 anos,M,Parda,1,concluiu,Não respondeu,Rio das Ostras,RJ,,,,,1,,,E,G,C,E,3,K,B,C,B,A,B,E,B,B
2155513,2019,18 anos,F,Preta,1,cursando,Não respondeu,Catu,BA,,,,,0,,,E,E,D,D,3,E,B,C,A,A,B,D,B,B
2158286,2019,20 anos,M,Branca,1,concluiu,Não respondeu,Natal,RN,,,,,1,,,D,D,C,B,3,C,B,C,B,B,B,D,A,B
2160596,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,H,E,B,A,12,C,B,C,A,A,B,B,A,A
2165198,2019,18 anos,F,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,C,E,D,D,3,G,B,C,A,A,B,D,B,B
2167670,2019,21 anos,M,Preta,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,D,D,C,C,6,D,C,C,B,A,B,C,A,B
2168875,2019,21 anos,F,Preta,1,concluiu,Não respondeu,Eunápolis,BA,,,,,1,,,F,F,D,D,5,C,B,D,A,A,B,C,A,B
2170879,2019,17 anos,M,Branca,1,cursando,Pública,Cotia,SP,,,,,0,,,F,E,F,B,3,G,C,C,B,A,B,D,C,B
2171550,2019,17 anos,F,Branca,1,cursando,Pública,Maringá,PR,,,,,0,,,E,E,D,D,4,C,C,D,B,A,B,E,B,B
2172313,2019,17 anos,F,Parda,1,cursando,Pública,Teresina,PI,,,,,1,,,E,D,C,B,3,C,C,C,B,A,B,C,A,A
2174068,2019,17 anos,F,Branca,1,cursando,Pública,Ibitinga,SP,,,,,0,,,H,C,C,C,4,B,B,C,B,A,B,B,B,B
2174757,2019,20 anos,M,Parda,1,concluiu,Não respondeu,Camboriú,SC,,,,,0,,,C,B,C,B,4,D,B,C,A,A,B,C,A,B
2174836,2019,24 anos,M,Parda,1,concluiu,Não respondeu,Ponte Nova,MG,,,,,0,,,A,G,B,D,6,F,B,E,B,B,B,E,B,B
2174965,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,E,F,F,D,2,B,B,B,A,A,B,C,A,A
2176492,2019,17 anos,M,Parda,1,cursando,Pública,Presidente Prudente,SP,,,,,1,,,B,E,C,B,3,B,B,C,A,B,B,C,A,B
2177098,2019,17 anos,F,Branca,1,cursando,Não respondeu,Amparo,SP,,,,,0,,,E,F,D,D,4,J,B,C,B,B,B,E,B,B
2177692,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Brusque,SC,,,,,0,,,C,D,C,F,3,G,C,C,B,A,B,D,B,B
2178657,2019,17 anos,F,Parda,1,cursando,Não respondeu,Vila Velha,ES,,,,,1,,,D,E,D,C,3,G,C,D,B,A,B,D,A,B
2178889,2019,Entre 41 e 45 anos,M,Branca,1,concluiu,Não respondeu,Pinhais,PR,,,,,1,,,C,A,B,B,4,E,B,C,A,A,B,C,B,B
2181072,2019,25 anos,F,Preta,1,concluiu,Não respondeu,Dourados,MS,,,,,1,,,C,C,F,B,1,C,B,C,A,B,B,B,A,A
2181689,2019,18 anos,F,Branca,1,cursando,Pública,Birigui,SP,,,,,1,,,B,E,F,B,4,C,B,C,B,B,B,C,A,B
2182359,2019,18 anos,M,Branca,1,cursando,Pública,Mafra,SC,,,,,1,,,C,E,C,C,4,C,B,C,B,A,B,B,A,B
2183080,2019,18 anos,F,Amarela,1,concluiu,Não respondeu,Goiânia,GO,,,,,1,,,E,D,C,B,3,C,B,D,A,A,B,D,B,B
2183506,2019,23 anos,M,Parda,1,concluiu,Não respondeu,Imperatriz,MA,,,,,1,,,H,E,F,B,2,B,C,C,A,C,B,C,A,B
2185788,2019,18 anos,F,Preta,1,concluiu,Não respondeu,Ribeirão Preto,SP,,,,,1,,,H,E,F,B,4,E,D,D,C,B,B,D,A,B
2186444,2019,17 anos,F,Parda,1,cursando,Não respondeu,Coronel Fabriciano,MG,,,,,0,,,C,D,B,B,3,C,B,D,B,B,B,D,B,B
2193198,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Canela,RS,,,,,1,,,E,D,D,D,4,E,B,C,B,A,B,E,A,B
2193387,2019,24 anos,F,Parda,1,concluiu,Não respondeu,Embu-Guaçu,SP,,,,,1,,,H,E,F,B,5,B,B,C,A,A,B,C,A,A
2196534,2019,Entre 41 e 45 anos,M,Não declarado,1,concluiu,Não respondeu,Parnaíba,PI,,,,,1,,,B,B,A,A,6,F,C,D,A,C,B,E,A,B
2196681,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Boa Vista,RR,,,,,1,,,E,B,C,B,3,B,B,C,A,A,B,D,A,B
2197057,2019,18 anos,F,Branca,1,cursando,Pública,Umuarama,PR,,,,,1,,,C,D,A,F,5,F,B,C,B,B,B,B,A,B
2199400,2019,19 anos,F,Branca,1,cursando,Pública,Abaetetuba,PA,,,,,0,,,H,H,A,A,6,A,B,A,A,A,A,B,A,A
2201529,2019,20 anos,M,Parda,1,cursando,Pública,Currais Novos,RN,,,,,1,,,B,C,C,B,3,C,B,C,A,A,B,D,A,B
2201534,2019,18 anos,F,Preta,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,E,F,D,B,4,I,B,D,B,B,B,C,B,B
2203594,2019,20 anos,F,Parda,1,cursando,Pública,Itanhém,BA,,,,,0,,,B,C,A,B,5,B,B,C,A,A,B,C,A,B
2204421,2019,19 anos,F,Parda,1,concluiu,Não respondeu,Ouro Preto,MG,580.6,,,650.4,0,,,G,G,E,E,5,P,E,E,E,A,C,E,E,B
2204622,2019,Menor de 17 anos,M,Preta,1,cursando,Não respondeu,Abaetetuba,PA,,,,,0,,,F,E,D,B,5,F,B,C,B,A,B,C,B,B
2204975,2019,19 anos,M,Branca,1,concluiu,Não respondeu,Boa Esperança,MG,,,,,1,,,E,B,A,B,3,C,B,C,B,B,B,B,B,B
2205160,2019,Entre 36 e 40 anos,F,Branca,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,F,F,D,D,3,C,B,B,B,A,B,B,B,B
2205320,2019,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Angicos,RN,392.1,,,534.5,1,,,A,E,A,A,4,B,B,C,A,A,B,C,B,B
2205693,2019,22 anos,F,Branca,1,concluiu,Não respondeu,Itajaí,SC,,,,,1,,,E,B,A,B,4,I,B,C,A,A,B,E,B,B
2208934,2019,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Aquiraz,CE,379.2,,,440.6,0,,,G,F,E,D,3,E,C,D,B,A,B,D,B,B
2211235,2019,21 anos,F,Parda,1,concluiu,Não respondeu,Mairiporã,SP,,,,,0,,,C,C,B,B,5,C,B,B,B,A,B,C,A,B
2212959,2019,21 anos,M,Parda,1,concluiu,Não respondeu,Currais Novos,RN,,,,,1,,,H,H,A,F,2,A,B,C,A,A,A,B,A,A
2214926,2019,18 anos,M,Branca,1,concluiu,Não respondeu,Campos do Jordão,SP,,,,,0,,,E,G,D,E,2,I,C,D,C,A,B,D,C,B
2215272,2019,Entre 36 e 40 anos,F,Preta,1,concluiu,Não respondeu,Duque de Caxias,RJ,,,,,1,,,H,E,A,A,6,B,B,B,A,A,B,B,A,B
2217355,2019,Entre 26 e 30 anos,M,Parda,1,cursando,Pública,Fortaleza,CE,,,,,1,,,A,A,A,A,2,B,B,B,A,A,B,C,A,A
2219108,2019,25 anos,M,Parda,1,cursando,Pública,Santa Cruz do Capibaribe,PE,,,,,1,,,C,C,C,A,8,C,B,D,A,B,B,B,A,A
2220289,2019,24 anos,M,Preta,1,concluiu,Não respondeu,Riachão do Jacuípe,BA,,,,,0,,,H,H,A,A,5,B,B,C,A,A,B,B,A,B
2224045,2019,19 anos,F,Branca,1,cursando,Pública,São Vicente do Sul,RS,,,,,1,,,B,C,A,A,9,E,C,E,B,A,B,E,A,B
2225808,2019,17 anos,M,Parda,1,cursando,Privada,Sobral,CE,,,,,1,,,C,D,F,B,4,C,C,D,A,C,B,D,A,B
2225875,2019,17 anos,F,Branca,1,cursando,Pública,Apucarana,PR,,,,,0,,,E,D,D,C,4,N,C,D,B,A,C,D,B,B
2227934,2019,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,0,,,B,A,A,A,2,E,B,B,B,B,B,C,B,B
2228349,2019,18 anos,F,Branca,1,cursando,Pública,Jandira,SP,416.4,,,476.9,0,,,E,E,B,B,2,B,B,B,A,A,B,D,B,B
2228925,2019,21 anos,M,Preta,1,concluiu,Não respondeu,Duque de Caxias,RJ,502.8,,,640.1,0,,,H,E,B,B,4,E,C,C,A,A,B,E,B,B
2229683,2019,20 anos,M,Parda,1,cursando,Pública,Juazeiro do Norte,CE,,,,,1,,,A,B,B,A,8,D,B,C,A,A,B,B,A,A
2230383,2019,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,São Bernardo do Campo,SP,,,,,0,,,A,C,C,C,5,G,C,D,A,B,B,E,B,B
2234496,2019,18 anos,F,Preta,1,concluiu,Não respondeu,Araçuaí,MG,,,,,0,,,E,E,A,B,3,C,B,C,A,A,B,C,A,B
2234961,2019,18 anos,M,Branca,1,cursando,Pública,Rio Grande,RS,,,,,0,,,C,E,C,B,4,E,B,D,A,A,B,D,B,B
2235682,2019,17 anos,F,Parda,1,cursando,Pública,Goioerê,PR,,,,,0,,,B,E,C,B,4,C,B,C,A,B,B,D,A,B
2235734,2019,22 anos,M,Branca,1,concluiu,Não respondeu,Nova Russas,CE,,,,,1,,,B,C,A,B,5,C,D,D,B,C,B,D,A,B
2237133,2019,22 anos,M,Parda,1,concluiu,Não respondeu,Santana,AP,,,,,1,,,A,E,A,F,4,C,B,B,A,A,B,D,A,B
2239387,2019,23 anos,F,Parda,1,cursando,Pública,Bragança,PA,362.1,,,410.3,0,,,B,E,B,B,5,B,B,B,A,A,B,A,A,A
2240441,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,0,,,E,E,C,B,4,F,B,C,B,A,B,D,B,B
2242329,2019,Menor de 17 anos,F,Parda,1,cursando,Pública,Janaúba,MG,474.6,,,412.9,0,,,C,F,A,D,3,B,B,B,B,B,B,B,A,A
2246178,2019,17 anos,M,Preta,1,cursando,Pública,Campo Grande,MS,,,,,0,,,H,H,C,F,7,B,B,D,A,A,B,A,A,A
2247388,2019,25 anos,F,Branca,1,concluiu,Não respondeu,Leopoldina,MG,,,,,1,,,B,B,A,B,2,B,B,C,A,B,B,C,B,B
2247595,2019,17 anos,M,Preta,1,cursando,Não respondeu,Fortaleza,CE,,,,,0,,,D,E,C,D,4,C,C,D,B,A,B,D,A,B
2248114,2019,20 anos,F,Parda,1,concluiu,Não respondeu,Ananindeua,PA,,,,,1,,,E,E,C,C,4,C,B,C,A,C,B,C,A,B
2248260,2019,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,Campo Verde,MT,,,,,1,,,A,A,A,A,3,D,B,B,B,A,B,B,B,B
2248335,2019,17 anos,F,Branca,1,cursando,Pública,Pato Branco,PR,,,,,1,,,B,E,D,D,4,E,B,D,C,B,B,D,A,B
2248728,2019,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Garibaldi,RS,,,,,0,,,F,E,E,B,4,I,C,D,B,A,B,E,D,B
2250863,2019,18 anos,F,Branca,1,concluiu,Não respondeu,Barão de Cocais,MG,,,,,0,,,D,D,C,C,3,E,B,C,B,B,B,D,B,B
2251201,2019,Entre 51 e 55 anos,F,Branca,1,concluiu,Não respondeu,Itapecerica da Serra,SP,,,,,1,,,C,C,A,A,3,C,C,C,B,A,B,B,B,B
2251996,2019,Entre 36 e 40 anos,F,Branca,1,concluiu,Não respondeu,Capanema,PA,,,,,1,,,B,B,A,A,4,B,B,C,A,A,B,B,A,A
2252770,2019,Entre 36 e 40 anos,F,Branca,1,cursando,Pública,Belém,PA,,,,,1,,,D,C,C,B,4,C,B,C,A,A,B,C,A,B
2253227,2019,Entre 36 e 40 anos,F,Preta,1,concluiu,Não respondeu,Teresina,PI,,,,,1,,,B,A,A,A,7,D,C,D,A,A,B,E,B,B
2254223,2019,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,São Mateus,ES,,,,,1,,,A,B,F,A,3,D,B,C,A,A,B,C,B,B
2255454,2019,22 anos,F,Parda,1,concluiu,Não respondeu,Campo Grande,MS,,,,,1,,,B,B,B,B,2,C,B,C,A,A,B,C,B,B
2255601,2019,25 anos,M,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,E,B,B,6,F,B,D,A,A,C,E,B,B
2256459,2019,17 anos,F,Branca,1,cursando,Pública,Rio de Janeiro,RJ,,,,,0,,,E,E,C,B,2,C,C,C,C,A,B,C,A,B
2258698,2019,17 anos,F,Branca,1,cursando,Não respondeu,São José,SC,,,,,0,,,F,E,D,B,4,F,B,D,B,A,B,E,B,B
2260083,2019,17 anos,F,Parda,1,cursando,Pública,Dracena,SP,,,,,0,,,B,D,B,C,8,C,B,D,A,B,B,E,A,B
2260149,2019,21 anos,M,Parda,1,cursando,Pública,Brasília,DF,,,,,1,,,E,E,B,B,5,C,B,C,B,A,B,C,B,B
2262727,2019,18 anos,M,Amarela,1,concluiu,Não respondeu,Recife,PE,,,,,1,,,E,E,B,B,6,D,B,D,A,A,B,E,A,B
2263886,2019,25 anos,F,Preta,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,B,E,A,A,3,B,B,B,A,A,B,C,A,A
2264019,2019,24 anos,M,Parda,1,concluiu,Não respondeu,Moreno,PE,,,,,0,,,A,D,C,B,5,C,B,C,A,A,B,C,B,B
2264417,2019,Entre 41 e 45 anos,F,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,425.5,,,409.7,0,,,B,B,A,B,5,D,C,C,B,B,B,E,A,A
2265285,2019,Entre 41 e 45 anos,M,Parda,2,cursando,Pública,Avaré,SP,,,,,0,,,B,B,B,C,6,G,C,D,B,B,B,E,B,B
2267042,2019,17 anos,F,Branca,1,cursando,Pública,Guarulhos,SP,,,,,0,,,C,C,B,B,5,C,B,C,B,A,B,C,A,B
