,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
1821926,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Campo Grande,MS,,,,,0,,,E,E,C,C,5.0,F,B,C,B,C,B,D,C,B
1823722,2020,18 anos,F,Branca,1,cursando,Privada,São Joaquim da Barra,SP,,,,,0,,,E,F,D,D,2.0,F,B,C,B,A,B,C,C,B
1827724,2020,18 anos,F,Preta,1,cursando,Pública,Blumenau,SC,,,,,0,,,E,D,D,B,4.0,I,B,C,B,A,B,E,B,B
1828577,2020,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,Fernando de Noronha,PE,,,,,0,,,C,E,C,B,1.0,C,B,B,A,A,A,B,A,A
1830417,2020,25 anos,F,Preta,1,concluiu,Não respondeu,São Luís,MA,,,,,1,,,E,G,C,D,4.0,F,B,C,B,B,B,C,A,B
1832361,2020,19 anos,M,Preta,2,cursando,Pública,São Paulo,SP,,,,,1,,,F,D,B,B,3.0,C,B,C,A,A,B,B,B,B
1832373,2020,18 anos,M,Parda,1,cursando,Pública,Acopiara,CE,,,,,1,,,C,C,A,A,3.0,B,B,C,A,A,B,B,A,A
1832875,2020,Entre 41 e 45 anos,M,Parda,1,concluiu,Não respondeu,São Paulo,SP,589.8,,,632.5,0,,,H,B,F,B,5.0,C,B,B,A,A,B,C,A,B
1833740,2020,18 anos,M,Parda,1,cursando,Pública,Patu,RN,,,,,1,,,E,D,A,A,5.0,A,B,C,A,A,B,C,A,A
1834190,2020,24 anos,F,Branca,1,concluiu,Não respondeu,Joinville,SC,,,,,0,,,C,D,B,B,3.0,D,C,C,B,A,B,D,A,B
1835139,2020,18 anos,M,Branca,1,cursando,Pública,Palmas de Monte Alto,BA,,,,,1,,,B,E,C,D,4.0,C,B,C,A,A,B,C,A,B
1839672,2020,18 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,B,C,C,B,4.0,B,B,C,B,A,B,C,A,B
1840754,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,D,E,D,B,2.0,B,B,B,A,A,B,C,A,B
1841344,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Mamanguape,PB,,,,,0,,,C,D,D,D,3.0,B,B,C,A,B,B,C,A,B
1842531,2020,17 anos,F,Branca,1,cursando,Pública,Jardinópolis,SP,,,,,0,,,D,D,C,B,3.0,C,B,C,B,A,B,C,A,B
1842593,2020,20 anos,M,Branca,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,0,,,H,H,C,B,4.0,C,B,C,A,A,B,E,A,B
1844466,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Ipatinga,MG,,,,,0,,,H,D,C,B,3.0,F,C,D,B,A,B,D,C,B
1845802,2020,17 anos,M,Branca,1,cursando,Privada,Osasco,SP,,,,,0,,,G,F,D,B,4.0,H,D,D,C,A,B,E,C,B
1847957,2020,17 anos,M,Parda,1,cursando,Não respondeu,Várzea Grande,MT,,,,,0,,,B,E,F,B,3.0,B,B,C,A,A,B,C,A,B
1851183,2020,17 anos,M,Parda,1,cursando,Pública,Arapiraca,AL,,,,,1,,,E,G,B,D,4.0,I,C,D,B,C,B,E,C,B
1851547,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Osasco,SP,,,,,0,,,E,E,C,C,4.0,D,C,C,A,A,B,D,C,B
1851839,2020,24 anos,M,Branca,1,concluiu,Não respondeu,Viamão,RS,,,,,1,,,B,B,B,A,1.0,A,B,B,A,A,B,B,B,B
1853061,2020,20 anos,F,Branca,1,não concluiu,Não respondeu,Manaus,AM,,,,,0,,,F,C,C,B,6.0,B,C,C,A,B,C,C,A,B
1853343,2020,17 anos,F,Branca,1,cursando,Pública,São Lourenço,MG,,,,,0,,,D,D,C,F,4.0,B,B,D,B,A,B,E,B,B
1854132,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Curaçá,BA,,,,,1,,,A,B,A,A,5.0,A,B,C,A,A,B,B,A,A
1854176,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Palhoça,SC,,,,,0,,,B,B,F,B,3.0,C,B,C,A,A,B,B,A,B
1855264,2020,17 anos,M,Branca,1,cursando,Privada,Guarapari,ES,,,,,0,,,G,F,E,D,4.0,Q,D,E,B,A,B,D,C,B
1857288,2020,17 anos,M,Parda,1,cursando,Pública,Feira de Santana,BA,,,,,0,,,H,E,D,B,4.0,H,B,D,B,A,B,B,A,A
1857911,2020,17 anos,M,Branca,1,cursando,Privada,Porto Alegre,RS,,,,,0,,,E,G,D,D,3.0,H,C,D,B,A,B,D,D,B
1861102,2020,17 anos,M,Branca,1,cursando,Pública,Florianópolis,SC,,,,,0,,,E,E,B,B,3.0,F,B,C,A,A,B,D,C,B
1861388,2020,Entre 26 e 30 anos,F,Preta,1,concluiu,Não respondeu,Triunfo,PE,,,,,1,,,E,G,C,D,6.0,F,D,E,B,A,B,E,D,B
1861846,2020,18 anos,F,Parda,1,cursando,Pública,Fortaleza,CE,,,,,0,,,C,C,B,B,4.0,B,B,C,A,A,B,B,A,A
1862929,2020,17 anos,M,Branca,1,cursando,Pública,Caruaru,PE,,,,,1,,,E,E,A,A,3.0,C,B,C,A,B,B,D,A,B
1863096,2020,17 anos,F,Branca,1,cursando,Não respondeu,Alegre,ES,,,,,1,,,H,G,B,D,4.0,D,C,D,A,C,B,E,C,B
1863112,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Itaberaba,BA,,,,,0,,,H,E,F,B,3.0,B,B,C,A,A,B,C,A,B
1864875,2020,18 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,C,D,C,B,5.0,D,B,B,A,A,B,C,A,A
1864891,2020,17 anos,F,Parda,1,cursando,Pública,Montes Claros,MG,,,,,0,,,E,E,B,B,6.0,D,B,C,B,C,B,E,A,B
1868019,2020,17 anos,F,Branca,1,cursando,Privada,Curitiba,PR,,,,,0,,,F,G,E,E,4.0,H,D,D,B,A,B,E,C,B
1869038,2020,17 anos,M,Parda,1,cursando,Pública,Boa Vista,RR,,,,,1,,,B,C,A,B,4.0,B,C,C,A,B,B,D,A,B
1873243,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Ipiaú,BA,,,,,1,,,B,B,A,B,2.0,B,B,C,A,A,B,B,A,A
1876098,2020,17 anos,M,Branca,1,cursando,Não respondeu,Ilhéus,BA,,,,,0,,,G,G,D,D,4.0,G,D,D,B,A,B,D,C,B
1882681,2020,22 anos,F,Preta,1,concluiu,Não respondeu,Penápolis,SP,,,,,1,,,D,D,B,B,5.0,C,B,C,A,A,B,D,A,B
1883809,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Cuiabá,MT,,,,,1,,,E,C,B,B,4.0,B,B,C,A,A,B,D,B,B
1884058,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Francisco Morato,SP,,,,,0,,,C,E,B,B,5.0,E,B,C,C,A,B,D,A,A
1888698,2020,24 anos,M,Amarela,1,concluiu,Não respondeu,Matozinhos,MG,,,,,1,,,C,B,B,B,3.0,B,B,C,A,A,B,B,A,A
1890049,2020,17 anos,M,Parda,1,cursando,Pública,São Luís,MA,,,,,0,,,D,G,C,D,5.0,F,B,D,B,A,B,E,B,B
1890741,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Piracanjuba,GO,,,,,1,,,E,C,A,B,4.0,F,B,D,A,B,B,E,B,B
1891438,2020,18 anos,F,Parda,1,cursando,Pública,João Pinheiro,MG,,,,,0,,,B,E,A,B,3.0,A,B,C,A,A,B,C,B,B
1891570,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Araguaína,TO,,,,,1,,,E,E,B,B,1.0,B,B,B,A,B,B,B,B,B
1893771,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,1,,,B,B,B,B,6.0,C,C,C,A,B,B,D,A,B
1893782,2020,18 anos,F,Preta,1,cursando,Pública,São Raimundo Nonato,PI,,,,,1,,,E,C,B,B,4.0,B,B,C,A,B,B,C,A,A
1895913,2020,19 anos,F,Parda,1,cursando,Pública,Belém,PA,,,,,1,,,D,B,C,B,3.0,C,C,C,A,B,B,D,A,A
1896287,2020,25 anos,M,Parda,1,cursando,Pública,Rio de Janeiro,RJ,,,,,0,,,D,D,F,B,2.0,B,B,B,A,A,B,B,B,B
1897032,2020,25 anos,F,Parda,1,concluiu,Não respondeu,Uberlândia,MG,,,,,1,,,H,C,F,C,2.0,F,B,C,B,A,B,C,B,B
1897846,2020,18 anos,M,Branca,1,cursando,Pública,Brumadinho,MG,,,,,0,,,E,E,D,A,5.0,D,B,D,A,A,B,E,B,B
1898853,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Almenara,MG,,,,,1,,,C,E,A,B,4.0,C,D,E,B,B,B,E,B,B
1901423,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Barão de Cocais,MG,,,,,0,,,E,B,C,C,4.0,G,B,D,A,A,B,E,A,A
1906499,2020,25 anos,F,Parda,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,B,A,B,B,3.0,B,B,C,B,A,B,D,B,B
1907018,2020,19 anos,F,Branca,1,concluiu,Não respondeu,Pau dos Ferros,RN,,,,,1,,,C,E,C,B,5.0,C,C,D,B,A,B,E,B,B
1907152,2020,18 anos,M,Branca,1,cursando,Pública,Bom Sucesso,MG,,,,,1,,,C,C,D,D,3.0,B,B,D,B,A,B,C,A,A
1908370,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Bayeux,PB,472.3,,,416.0,0,,,D,E,B,B,2.0,B,B,C,A,A,B,B,A,B
1911108,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Campinas,SP,,,,,0,,,D,C,B,B,4.0,A,B,B,A,A,B,E,C,B
1911291,2020,18 anos,F,Parda,1,cursando,Pública,Itumbiara,GO,,,,,1,,,B,D,C,B,4.0,G,B,E,B,B,B,B,B,B
1914312,2020,21 anos,M,Preta,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,1,,,A,C,A,A,4.0,B,B,D,A,B,B,C,A,B
1914954,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Aracaju,SE,,,,,1,,,H,C,B,B,5.0,B,B,C,A,A,B,C,B,B
1916556,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Juazeiro,BA,,,,,0,,,C,C,F,F,5.0,A,C,C,A,B,B,E,B,B
1918970,2020,25 anos,F,Parda,1,cursando,Pública,Ariquemes,RO,,,,,0,,,B,C,C,B,2.0,A,B,B,A,B,B,B,A,A
1923362,2020,17 anos,F,Amarela,1,cursando,Pública,Santo André,SP,,,,,0,,,E,D,B,B,5.0,C,B,C,A,A,B,D,A,B
1926830,2020,17 anos,F,Branca,1,cursando,Privada,Angra dos Reis,RJ,,,,,0,,,F,G,D,D,4.0,O,C,D,C,A,B,E,C,B
1928195,2020,17 anos,M,Branca,1,cursando,Privada,Carmópolis,SE,,,,,0,,,F,F,E,D,3.0,I,C,C,C,A,B,D,C,B
1929324,2020,17 anos,M,Parda,1,cursando,Pública,Belo Horizonte,MG,,,,,1,,,D,E,C,C,4.0,D,B,C,A,B,B,C,A,B
1932253,2020,18 anos,M,Parda,1,cursando,Pública,Guaçuí,ES,,,,,0,,,B,C,C,B,8.0,F,D,E,A,B,B,D,A,B
1933046,2020,18 anos,F,Branca,1,cursando,Pública,Uberaba,MG,456.1,,,516.2,0,,,F,F,E,E,4.0,O,D,D,B,C,B,D,C,B
1936406,2020,17 anos,F,Branca,1,cursando,Não respondeu,Martinópolis,SP,,,,,0,,,E,E,D,B,4.0,H,C,D,C,B,B,E,B,B
1937023,2020,18 anos,M,Branca,1,cursando,Pública,Brumadinho,MG,,,,,0,,,E,F,D,B,3.0,D,B,C,A,A,B,C,A,B
1939623,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,D,G,C,F,4.0,E,B,C,A,A,B,D,A,A
1943323,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Coração de Jesus,MG,,,,,1,,,B,C,A,A,3.0,B,B,B,A,A,B,C,A,B
1945258,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Goiânia,GO,,,,,1,,,B,D,B,B,3.0,C,C,C,A,A,B,D,A,B
1946272,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Gandu,BA,,,,,1,,,C,E,A,A,6.0,B,B,C,A,B,B,C,A,B
1946485,2020,Entre 51 e 55 anos,M,Parda,1,concluiu,Não respondeu,Vila Velha,ES,,,,,1,,,C,C,C,B,3.0,G,C,C,A,B,B,D,B,B
1948219,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Aracaju,SE,,,,,0,,,E,F,D,D,6.0,D,C,D,B,A,B,E,A,B
1948591,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Carinhanha,BA,442.1,,,407.3,1,,,E,G,A,D,4.0,D,B,C,A,A,B,B,A,B
1949315,2020,21 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,F,F,D,B,2.0,B,B,B,A,A,B,C,A,B
1949884,2020,Menor de 17 anos,F,Preta,1,cursando,Não respondeu,Porto Nacional,TO,,,,,0,,,D,G,D,D,4.0,G,C,D,B,B,B,E,B,B
1951611,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Itapecerica da Serra,SP,,,,,1,,,E,F,C,D,4.0,F,B,C,B,B,B,E,A,B
1951794,2020,18 anos,F,Branca,1,cursando,Pública,Santa Inês,MA,,,,,0,,,B,B,A,A,4.0,B,B,D,A,A,B,B,A,A
1952370,2020,Entre 41 e 45 anos,F,Branca,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,H,E,A,B,2.0,B,B,C,A,A,B,B,A,B
1952643,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Cáceres,MT,,,,,1,,,F,F,F,A,5.0,F,B,C,B,A,B,E,B,B
1954675,2020,23 anos,F,Parda,1,concluiu,Não respondeu,Parnaíba,PI,,,,,1,,,B,A,B,B,4.0,C,B,C,A,A,B,D,A,A
1957212,2020,17 anos,F,Branca,1,cursando,Não respondeu,Guarulhos,SP,,,,,1,,,E,E,D,B,3.0,D,B,C,B,A,B,D,A,B
1961403,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Mamanguape,PB,,,,,1,,,D,E,C,C,3.0,E,C,C,A,B,B,D,A,B
1961923,2020,17 anos,F,Branca,1,cursando,Privada,Maringá,PR,,,,,0,,,E,F,D,D,5.0,H,C,D,B,A,B,E,B,B
1962410,2020,18 anos,F,Branca,1,cursando,Pública,Bragança Paulista,SP,,,,,0,,,B,C,C,B,4.0,E,B,C,A,C,B,E,B,B
1962709,2020,Entre 51 e 55 anos,F,Parda,1,concluiu,Não respondeu,Vitória da Conquista,BA,,,,,0,,,B,C,D,B,5.0,D,C,D,A,A,B,E,A,B
1962822,2020,23 anos,M,Branca,1,concluiu,Não respondeu,Novo Repartimento,PA,,,,,1,,,B,B,A,A,4.0,A,A,C,A,B,B,D,A,B
1964388,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Londrina,PR,,,,,0,,,,,,,,,,,,,,,,
1966105,2020,17 anos,F,Branca,1,cursando,Pública,Bauru,SP,,,,,0,,,G,G,E,D,2.0,I,B,C,B,A,B,C,C,B
1967840,2020,18 anos,M,Parda,2,cursando,Pública,São Vicente,SP,,,,,1,,,F,F,D,B,3.0,N,C,C,B,A,B,D,C,B
1968611,2020,17 anos,F,Parda,1,cursando,Não respondeu,Maceió,AL,,,,,0,,,E,E,D,D,5.0,E,C,D,B,B,B,C,B,B
1972110,2020,23 anos,M,Amarela,1,concluiu,Não respondeu,Abaetetuba,PA,,,,,0,,,H,B,F,F,7.0,B,B,C,A,A,B,B,A,A
1973346,2020,21 anos,F,Parda,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,0,,,D,E,E,B,4.0,E,C,D,B,A,B,E,B,B
1973534,2020,18 anos,M,Parda,1,cursando,Pública,Maracanaú,CE,,,,,1,,,E,E,D,C,4.0,D,B,C,A,B,B,C,B,B
1978237,2020,17 anos,F,Branca,1,cursando,Privada,São João da Boa Vista,SP,522.7,,,701.0,0,,,E,F,D,E,3.0,H,E,E,C,A,B,D,D,B
1978871,2020,18 anos,M,Parda,1,cursando,Pública,Laranjal do Jari,AP,,,,,1,,,B,E,B,B,6.0,C,B,C,A,A,C,D,A,B
1982575,2020,18 anos,M,Branca,1,cursando,Não respondeu,Jacareí,SP,,,,,1,,,F,F,D,B,3.0,F,C,D,B,A,B,D,C,B
1983824,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Raposa,MA,,,,,1,,,H,D,F,B,3.0,A,A,B,A,A,B,B,A,A
1984403,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Paraopeba,MG,,,,,1,,,F,E,D,B,3.0,B,C,C,A,A,B,C,B,B
1985117,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Campo Maior,PI,,,,,1,,,B,C,A,B,4.0,A,B,C,A,A,B,C,A,A
1987486,2020,20 anos,M,Preta,1,concluiu,Não respondeu,João Pessoa,PB,,,,,0,,,G,E,D,C,4.0,C,C,C,A,A,C,E,B,B
1989200,2020,21 anos,F,Preta,1,concluiu,Não respondeu,Natal,RN,,,,,0,,,C,C,C,B,3.0,B,C,C,A,B,B,D,A,B
1991751,2020,Entre 36 e 40 anos,F,Preta,1,concluiu,Não respondeu,Imperatriz,MA,,,,,1,,,B,B,B,B,4.0,B,B,C,A,B,B,C,A,B
1993524,2020,21 anos,F,Parda,2,concluiu,Não respondeu,Santarém,PA,,,,,0,,,C,C,A,A,3.0,B,B,D,A,A,B,C,A,B
1994075,2020,Entre 26 e 30 anos,M,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,1,,,B,C,B,B,1.0,A,B,A,A,A,B,B,B,B
1994207,2020,17 anos,M,Branca,1,cursando,Pública,Frutal,MG,,,,,0,,,E,E,C,B,3.0,E,C,C,B,C,B,B,B,B
1994322,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Sant'Ana do Livramento,RS,,,,,1,,,E,E,C,C,4.0,D,B,D,C,B,B,E,B,B
1994536,2020,22 anos,F,Branca,1,concluiu,Não respondeu,Jussara,GO,,,,,1,,,E,E,C,B,4.0,D,B,C,B,A,B,C,A,B
1996745,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Tramandaí,RS,,,,,1,,,E,C,B,B,2.0,D,B,B,A,A,B,C,B,A
1997216,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Domingos Martins,ES,,,,,0,,,D,C,A,A,6.0,B,C,D,B,B,B,D,A,A
1997831,2020,24 anos,M,Preta,1,concluiu,Não respondeu,Aracaju,SE,,,,,1,,,B,B,C,C,2.0,E,B,C,A,A,B,C,A,B
1998327,2020,19 anos,M,Amarela,1,cursando,Pública,Bom Conselho,PE,600.2,,,603.7,1,,,E,B,A,A,2.0,C,B,C,A,A,B,B,B,B
1999094,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Juazeiro do Norte,CE,,,,,1,,,E,E,B,B,6.0,B,B,C,A,A,B,C,A,B
2001241,2020,25 anos,M,Parda,1,concluiu,Não respondeu,Bragança,PA,,,,,0,,,B,B,A,A,4.0,B,B,B,A,A,B,D,A,B
2001946,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Cotia,SP,,,,,1,,,E,E,C,C,5.0,E,B,C,B,A,B,C,B,B
2002059,2020,18 anos,M,Branca,1,cursando,Privada,Goiânia,GO,,,,,1,,,D,E,F,F,2.0,E,C,C,A,A,B,B,B,B
2003843,2020,18 anos,F,Parda,1,cursando,Pública,Iporá,GO,,,,,1,,,F,C,C,B,3.0,D,B,C,B,B,B,B,A,B
2005923,2020,18 anos,M,Parda,1,concluiu,Não respondeu,São José de Mipibu,RN,,,,,1,,,D,D,B,B,4.0,B,B,C,A,B,B,B,A,B
2006649,2020,17 anos,F,Parda,1,cursando,Não respondeu,Salvador,BA,,,,,0,,,E,G,B,E,3.0,K,C,D,B,A,B,D,B,B
2006769,2020,Entre 31 e 35 anos,F,Branca,1,concluiu,Não respondeu,Praia Grande,SP,,,,,1,,,C,C,C,B,4.0,B,B,B,A,B,B,C,B,B
2007907,2020,24 anos,M,Preta,1,concluiu,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,H,E,F,B,2.0,B,B,B,A,A,B,C,B,B
2009912,2020,17 anos,M,Branca,1,concluiu,Não respondeu,Gravatá,PE,0.0,,,0.0,0,,,E,E,F,B,5.0,C,B,D,A,A,B,E,A,B
2010034,2020,17 anos,F,Preta,1,concluiu,Não respondeu,Pindobaçu,BA,,,,,1,,,B,G,A,D,3.0,B,B,C,A,A,B,B,A,B
2010192,2020,23 anos,F,Branca,1,concluiu,Não respondeu,Pouso Alegre,MG,,,,,0,,,E,E,D,B,6.0,D,C,D,B,A,B,D,B,B
2010750,2020,19 anos,M,Não declarado,1,cursando,Pública,Foz do Iguaçu,PR,,,,,1,,,G,G,D,D,8.0,G,C,D,B,A,B,D,C,B
2012351,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Bezerros,PE,,,,,1,,,B,B,B,B,3.0,B,B,B,A,A,B,A,B,B
2012565,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Curvelo,MG,,,,,0,,,E,E,C,D,3.0,G,B,C,B,A,B,D,B,B
2014480,2020,17 anos,F,Preta,1,cursando,Não respondeu,Santa Helena,MA,,,,,0,,,E,G,C,D,4.0,E,B,D,B,A,B,D,B,B
2016103,2020,19 anos,F,Branca,1,cursando,Pública,Colatina,ES,,,,,0,,,C,E,C,B,3.0,B,C,D,B,A,B,D,B,B
2017053,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Blumenau,SC,586.4,,,575.7,0,,,F,E,D,D,4.0,I,D,D,B,B,B,E,D,B
2017506,2020,Entre 46 e 50 anos,F,Branca,1,concluiu,Não respondeu,Manaus,AM,,,,,1,,,G,G,A,A,3.0,C,A,C,B,A,B,C,A,B
2019784,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Ananindeua,PA,,,,,0,,,C,E,D,D,4.0,B,B,B,B,B,B,E,A,A
2021311,2020,Entre 51 e 55 anos,F,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,1,,,B,G,B,D,1.0,B,B,C,A,A,B,B,A,A
2023311,2020,Menor de 17 anos,F,Parda,1,cursando,Pública,Feira de Santana,BA,,,,,1,,,E,E,D,D,4.0,C,B,C,B,B,B,D,A,B
2023528,2020,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Marabá,PA,,,,,1,,,B,B,C,B,3.0,B,B,C,A,A,B,B,A,A
2024826,2020,20 anos,F,Preta,1,cursando,Pública,Vila Velha,ES,,,,,1,,,B,C,B,F,6.0,C,C,D,A,A,B,D,A,B
2027155,2020,19 anos,F,Parda,1,cursando,Pública,Campo Grande,MS,,,,,1,,,B,G,B,D,2.0,D,C,C,A,A,B,C,A,B
2028091,2020,18 anos,M,Branca,1,cursando,Privada,Florianópolis,SC,,,,,0,,,F,G,E,D,4.0,P,D,D,B,B,B,E,D,B
2029207,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Goiânia,GO,469.8,,,373.8,1,,,E,E,B,B,3.0,F,D,D,B,B,B,D,A,B
2029240,2020,17 anos,M,Branca,1,cursando,Pública,São Paulo,SP,,,,,0,,,F,E,D,B,2.0,C,C,C,A,A,B,C,B,B
2030402,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,B,B,D,C,3.0,C,C,C,A,A,B,C,B,B
2031527,2020,17 anos,F,Parda,1,cursando,Pública,Recife,PE,,,,,0,,,D,D,B,A,6.0,B,B,D,A,A,B,B,A,B
2035624,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Santos,SP,569.8,,,610.8,0,,,C,D,F,B,3.0,E,B,C,A,A,B,D,B,B
2037123,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Rio Preto da Eva,AM,,,,,1,,,A,E,A,A,3.0,C,C,C,A,B,B,D,A,A
2037179,2020,18 anos,M,Parda,1,cursando,Pública,Oliveira,MG,,,,,1,,,B,C,A,B,7.0,F,B,D,B,A,B,E,B,B
2037535,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Borba,AM,,,,,1,,,F,F,D,D,5.0,D,B,C,A,B,B,C,B,B
2038728,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Paulista,PE,,,,,0,,,D,E,C,B,3.0,A,B,C,A,A,B,D,B,B
2039388,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Cuiabá,MT,438.7,,,444.5,0,,,G,G,E,E,3.0,H,B,C,B,A,B,D,B,B
2039439,2020,17 anos,M,Não declarado,1,cursando,Não respondeu,Conceição do Coité,BA,,,,,0,,,B,C,A,A,4.0,C,B,C,C,B,B,C,A,B
2039491,2020,22 anos,M,Branca,1,concluiu,Não respondeu,Barueri,SP,,,,,0,,,F,F,E,E,4.0,Q,E,E,E,A,C,E,E,B
2039575,2020,17 anos,M,Parda,1,cursando,Pública,Santa Isabel,SP,,,,,0,,,E,G,B,D,4.0,F,B,B,B,A,B,B,B,B
2039605,2020,Entre 26 e 30 anos,F,Parda,1,não concluiu,Não respondeu,Volta Redonda,RJ,,,,,0,,,C,B,B,B,4.0,C,B,C,A,A,B,D,A,B
2040852,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Brumado,BA,,,,,0,,,E,F,C,D,5.0,D,B,D,A,B,B,C,B,B
2041859,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Santa Cruz,RN,,,,,0,,,E,E,A,B,3.0,B,B,C,A,A,B,B,A,A
2042693,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,São José do Belmonte,PE,500.2,,,574.6,1,,,E,E,D,A,4.0,D,B,D,A,B,B,D,B,B
2043317,2020,17 anos,M,Parda,1,cursando,Pública,Juiz de Fora,MG,,,,,0,,,E,D,D,C,2.0,E,B,C,B,A,B,C,B,B
2044310,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Ribeirão das Neves,MG,,,,,1,,,H,B,F,A,2.0,C,B,B,A,A,B,B,A,B
2044620,2020,19 anos,F,Parda,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,1,,,D,B,C,D,4.0,F,C,D,D,A,B,E,B,B
2045464,2020,Entre 26 e 30 anos,M,Parda,4,concluiu,Não respondeu,Maringá,PR,,,,,0,,,F,D,D,B,3.0,F,B,C,B,A,B,C,B,B
2045500,2020,20 anos,F,Amarela,1,cursando,Pública,Contagem,MG,,,,,1,,,A,E,C,B,3.0,B,B,D,A,A,B,D,A,B
2045913,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Sinop,MT,,,,,1,,,C,B,C,B,4.0,G,C,C,B,B,B,D,B,B
2047205,2020,20 anos,F,Amarela,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,G,F,E,E,6.0,Q,E,E,D,A,B,E,E,B
